"AUTHOR","titleyear","2CZY","A","CZY","HIBA","Mozhe","Nevzhe","NOQWORD","GENRE","PUBYEAR","BIRTHYEAR","Birthreg","macroreg","czyperc","ALLSUM"
"Валер'ян Підмогильний","Іван Нечуй-Левицький (Спроба психоаналізи творчости)-1927",0,0,0,0,0,0,1,"JOU",1927,"1901","UA-HRS-REG","southeast",0,1
"Валер'ян Підмогильний","Історія пані Ївги-1923",0,0,0,2,2,1,3,"FIC",1923,"1901","UA-HRS-REG","southeast",0,8
"Валер'ян Підмогильний","Ваня-1919",0,4,0,0,0,0,7,"FIC",1919,"1901","UA-HRS-REG","southeast",0,11
"Валер'ян Підмогильний","Гайдамака-1918",0,5,5,7,5,0,18,"FIC",1918,"1901","UA-HRS-REG","southeast",0.125,40
"Валер'ян Підмогильний","Добрий Бог-1918",0,3,8,10,7,5,13,"FIC",1918,"1901","UA-HRS-REG","southeast",0.173913043478261,46
"Валер'ян Підмогильний","З життя будинку-1933",0,2,3,1,0,0,2,NA,1933,"1901","UA-HRS-REG","southeast",0.375,8
"Валер'ян Підмогильний","За день-1921",0,0,0,2,0,0,0,"FIC",1921,"1901","UA-HRS-REG","southeast",0,2
"Валер'ян Підмогильний","Місто-1928",1,20,23,20,21,13,191,"FIC",1928,"1901","UA-HRS-REG","southeast",0.0798611111111111,289
"Валер'ян Підмогильний","Невеличка драма-1930",0,19,26,14,18,5,172,"FIC",1930,"1901","UA-HRS-REG","southeast",0.102362204724409,254
"Валер'ян Підмогильний","Повстанці-1920",0,0,1,3,0,0,6,"FIC",1920,"1901","UA-HRS-REG","southeast",0.1,10
"Валер'ян Підмогильний","Повість без назви-1934",0,3,9,3,4,3,45,NA,1934,"1901","UA-HRS-REG","southeast",0.134328358208955,67
"Валер'ян Підмогильний","Проблема хліба-1922",0,1,5,1,1,0,1,"FIC",1922,"1901","UA-HRS-REG","southeast",0.555555555555556,9
"Валер'ян Підмогильний","П’ятдесят верстов-1923",0,1,0,0,0,0,4,"FIC",1923,"1901","UA-HRS-REG","southeast",0,5
"Валер'ян Підмогильний","Син-1923",0,5,7,7,0,0,16,"FIC",1923,"1901","UA-HRS-REG","southeast",0.2,35
"Валер'ян Підмогильний","Третя революція-1925",0,2,0,6,2,1,21,"FIC",1925,"1901","UA-HRS-REG","southeast",0,32
"Василь Бобинський","Від символізму - на нові шляхи-1922",0,0,0,0,0,0,1,"JOU",1922,"1898","UA-LVV","west",0,1
"Василь Бобинський","Гість із ночі-1928",0,1,5,0,1,0,5,"FIC",1928,"1898","UA-LVV","west",0.416666666666667,12
"Василь Бобинський","За Збручем сходило сонце-1924",0,1,4,0,3,0,4,"FIC",1924,"1898","UA-LVV","west",0.333333333333333,12
"Василь Бобинський","Крайгери перед загибеллю-1932",0,0,1,0,0,0,0,"JOU",1932,"1898","UA-LVV","west",1,1
"Василь Бобинський","Львів-1932",0,9,3,4,7,3,49,"FIC",1932,"1898","UA-LVV","west",0.04,75
"Василь Бобинський","Пам’ятайте про Луцьк!-1932",0,0,1,0,0,0,0,"JOU",1932,"1898","UA-LVV","west",1,1
"Василь Бобинський","Страх-1931",0,2,0,0,0,0,10,"FIC",1931,"1898","UA-LVV","west",0,12
"Василь Вражливий","Батько-1929",0,4,6,21,11,9,36,"FIC",1929,"1903","UA-PLT-REG","southeast",0.0689655172413793,87
"Василь Вражливий","В яpаx-1924",0,9,2,1,3,0,10,"FIC",1924,"1903","UA-PLT-REG","southeast",0.08,25
"Василь Вражливий","Вовчі байраки-1925",0,2,2,0,1,0,3,"FIC",1925,"1903","UA-PLT-REG","southeast",0.25,8
"Василь Вражливий","Дівчина-1930",2,2,1,0,0,1,7,"FIC",1930,"1903","UA-PLT-REG","southeast",0.0909090909090909,13
"Василь Вражливий","Життя білого будинку-1927",0,1,3,5,0,0,10,"FIC",1927,"1903","UA-PLT-REG","southeast",0.157894736842105,19
"Василь Вражливий","Земля-1925",0,1,1,0,0,0,14,"FIC",1925,"1903","UA-PLT-REG","southeast",0.0625,16
"Василь Вражливий","Лист до друга-1927",0,1,3,6,2,1,15,"FIC",1927,"1903","UA-PLT-REG","southeast",0.107142857142857,28
"Василь Вражливий","Ліс-1925",0,3,1,1,0,1,8,"FIC",1925,"1903","UA-PLT-REG","southeast",0.0714285714285714,14
"Василь Вражливий","Молодість-1929",0,1,1,3,4,0,7,"FIC",1929,"1903","UA-PLT-REG","southeast",0.0625,16
"Василь Вражливий","На станції-1925",0,1,1,0,0,1,4,"FIC",1925,"1903","UA-PLT-REG","southeast",0.142857142857143,7
"Василь Вражливий","Палата без числа-1930",0,3,3,4,0,0,9,"FIC",1930,"1903","UA-PLT-REG","southeast",0.157894736842105,19
"Василь Вражливий","Паштетня-1925",0,4,0,0,0,2,17,"FIC",1925,"1903","UA-PLT-REG","southeast",0,23
"Василь Вражливий","Роздоріжжя-1924",0,3,3,0,0,1,5,"FIC",1924,"1903","UA-PLT-REG","southeast",0.25,12
"Василь Вражливий","Темрява-1924",0,2,0,4,1,0,3,"FIC",1924,"1903","UA-PLT-REG","southeast",0,10
"Василь Королів-Старий","Дюдя-1923",0,0,2,0,0,0,1,"FIC",1923,"1879","UA-CRG-REG","central",0.666666666666667,3
"Василь Королів-Старий","Дідько-1923",0,0,1,1,0,0,2,"FIC",1923,"1879","UA-CRG-REG","central",0.25,4
"Василь Королів-Старий","З моїх споминів про Симона Петлюру-1920",0,1,2,0,0,1,3,"MEM",1920,"1879","UA-CRG-REG","central",0.285714285714286,7
"Василь Королів-Старий","Згадки про мою смерть-1941",0,7,18,4,4,3,51,NA,1941,"1879","UA-CRG-REG","central",0.206896551724138,87
"Василь Королів-Старий","Злидні-1923",0,1,0,0,0,0,1,"FIC",1923,"1879","UA-CRG-REG","central",0,2
"Василь Королів-Старий","Літавиця-1923",0,1,0,0,0,0,0,"FIC",1923,"1879","UA-CRG-REG","central",0,1
"Василь Королів-Старий","Мавка Вербинка-1923",0,0,0,0,1,0,1,"FIC",1923,"1879","UA-CRG-REG","central",0,2
"Василь Королів-Старий","Мара-1923",0,0,1,0,1,0,0,"FIC",1923,"1879","UA-CRG-REG","central",0.5,2
"Василь Королів-Старий","Нечиста сила-1923",0,1,0,1,0,0,3,"FIC",1923,"1879","UA-CRG-REG","central",0,5
"Василь Королів-Старий","Потерчата-1923",0,0,3,0,1,0,0,"FIC",1923,"1879","UA-CRG-REG","central",0.75,4
"Василь Королів-Старий","Потороча Хрипка-1923",0,0,0,0,1,0,1,"FIC",1923,"1879","UA-CRG-REG","central",0,2
"Василь Королів-Старий","Хуха-моховинка-1923",0,0,2,0,0,0,0,"FIC",1923,"1879","UA-CRG-REG","central",1,2
"Василь Королів-Старий","Чмелик-1920",1,18,46,15,44,14,69,"FIC",1920,"1879","UA-CRG-REG","central",0.223300970873786,207
"Василь Королів-Старий","Чортова перечниця-1923",0,1,0,0,0,0,4,"FIC",1923,"1879","UA-CRG-REG","central",0,5
"Василь Минко","Її усмішка-1927",0,0,1,1,2,1,7,"FIC",1927,"1902","UA-HRK-REG","southeast",0.0833333333333333,12
"Василь Минко","Аліма-1927",0,1,1,1,0,0,10,"FIC",1927,"1902","UA-HRK-REG","southeast",0.0769230769230769,13
"Василь Минко","Беладонна-1928",0,11,5,4,7,5,74,"FIC",1928,"1902","UA-HRK-REG","southeast",0.0471698113207547,106
"Василь Минко","Власть на місцях (Щоденник товариша Юхна - Пролетарського)-1926",0,3,1,2,1,3,5,"FIC",1926,"1902","UA-HRK-REG","southeast",0.0666666666666667,15
"Василь Минко","Фізкультурниця-1927",0,0,0,0,1,0,1,"FIC",1927,"1902","UA-HRK-REG","southeast",0,2
"Василь Стефаник","Morituri-1926",0,1,0,0,0,0,1,"FIC",1926,"1871","UA-IFR-REG","west",0,2
"Василь Стефаник","Академія [Незакінчений твір]-1936",1,2,1,2,0,0,2,NA,1936,"1871","UA-IFR-REG","west",0.142857142857143,8
"Василь Стефаник","Богатирь [Незакінчений твір]-1936",0,4,5,0,2,0,7,NA,1936,"1871","UA-IFR-REG","west",0.277777777777778,18
"Василь Стефаник","Богачі-1936",0,0,0,0,0,0,1,NA,1936,"1871","UA-IFR-REG","west",0,1
"Василь Стефаник","Весна [Незакінчений твір]-1936",0,0,0,0,0,0,1,NA,1936,"1871","UA-IFR-REG","west",0,1
"Василь Стефаник","Вона - земля-1922",0,0,0,0,0,0,2,"FIC",1922,"1871","UA-IFR-REG","west",0,2
"Василь Стефаник","Воєнні шкоди-1926",0,1,0,0,0,0,3,"FIC",1926,"1871","UA-IFR-REG","west",0,4
"Василь Стефаник","Діточа пригода-1926",0,0,0,0,0,0,5,"FIC",1926,"1871","UA-IFR-REG","west",0,5
"Василь Стефаник","Комісарь староства і дідичь... [Незакінчений твір]-1936",0,0,1,0,2,0,0,NA,1936,"1871","UA-IFR-REG","west",0.333333333333333,3
"Василь Стефаник","Людміла-1927",0,0,0,0,0,0,1,"MEM",1927,"1871","UA-IFR-REG","west",0,1
"Василь Стефаник","Огнище [Незакінчений твір]-1936",0,0,0,0,0,0,1,NA,1936,"1871","UA-IFR-REG","west",0,1
"Василь Стефаник","Пістунка-1921",0,1,0,0,0,0,0,"FIC",1921,"1871","UA-IFR-REG","west",0,1
"Василь Стефаник","Санчати-1936",0,2,0,0,1,0,5,NA,1936,"1871","UA-IFR-REG","west",0,8
"Василь Стефаник","Сини-1922",0,0,0,0,0,0,1,"FIC",1922,"1871","UA-IFR-REG","west",0,1
"Василь Стефаник","Слава-Йсу-1927",0,0,1,0,0,0,0,"FIC",1927,"1871","UA-IFR-REG","west",1,1
"Василь Стефаник","Шкільник-1932",0,1,0,0,0,0,0,"FIC",1932,"1871","UA-IFR-REG","west",0,1
"Василь Чечвянський","Царі природи. Гуморески-1927",0,15,5,6,6,2,49,"FIC",1927,"1888","UA-PLT-REG","southeast",0.0602409638554217,83
"Василь Ґренджа-Донський","Ілько Липей - карпатський розбійник-1936",0,5,6,16,2,0,45,NA,1936,"1897","UA-ZKP-REG","west",0.0810810810810811,74
"Василь Ґренджа-Донський","На зустріч волі-1919",0,6,8,3,1,0,16,"JOU",1919,"1897","UA-ZKP-REG","west",0.235294117647059,34
"Василь Ґренджа-Донський","Щастя і горе Карпатської України: Щоденник. Мої спогади-1938",0,1,7,2,3,1,14,"DIA",1938,"1897","UA-ZKP-REG","west",0.25,28
"Василь Ґренджа-Донський","Щастя і горе Карпатської України: Щоденник. Мої спогади-1939",1,3,18,2,3,2,29,"DIA",1939,"1897","UA-ZKP-REG","west",0.315789473684211,58
"Володимир Винниченко","Антерпреньор Гаркун Задунайський-1903",1,8,5,1,2,1,66,"FIC",1903,"1880","UA-KRV","central",0.0602409638554217,84
"Володимир Винниченко","Божки-1914",1,47,71,40,52,15,760,"FIC",1914,"1880","UA-KRV","central",0.0720812182741117,986
"Володимир Винниченко","Брехня-1910",1,23,8,19,26,8,233,"FIC",1910,"1880","UA-KRV","central",0.0252365930599369,318
"Володимир Винниченко","Біля машини-1902",0,2,4,1,0,0,39,"FIC",1902,"1880","UA-KRV","central",0.0869565217391304,46
"Володимир Винниченко","Відродження нації-1920",1,16,26,17,3,2,40,"HIS",1920,"1880","UA-KRV","central",0.25,105
"Володимир Винниченко","Голод-1907",1,3,2,0,2,0,23,"FIC",1907,"1880","UA-KRV","central",0.0666666666666667,31
"Володимир Винниченко","Голота-1905",0,28,10,9,6,2,145,"FIC",1905,"1880","UA-KRV","central",0.05,200
"Володимир Винниченко","Дим-1907",0,2,3,1,0,0,15,"FIC",1907,"1880","UA-KRV","central",0.142857142857143,21
"Володимир Винниченко","Записки Кирпатого Мефістофеля-1917",5,39,43,0,21,18,331,"FIC",1917,"1880","UA-KRV","central",0.0951327433628319,457
"Володимир Винниченко","Заручини-1904",0,15,3,4,3,0,124,"FIC",1904,"1880","UA-KRV","central",0.0201342281879195,149
"Володимир Винниченко","Зіна-1905",0,2,1,5,0,0,19,"FIC",1905,"1880","UA-KRV","central",0.037037037037037,27
"Володимир Винниченко","Контрасти-1903",0,1,0,1,0,0,16,"FIC",1903,"1880","UA-KRV","central",0,18
"Володимир Винниченко","Краса і сила-1902",1,21,7,19,8,0,105,"FIC",1902,"1880","UA-KRV","central",0.04375,161
"Володимир Винниченко","Кузь та Грицунь-1911",0,3,0,0,5,0,14,"FIC",1911,"1880","UA-KRV","central",0,22
"Володимир Винниченко","Кумедія з Костем-1910",0,6,0,0,0,0,13,"FIC",1910,"1880","UA-KRV","central",0,19
"Володимир Винниченко","Купля-1909",0,5,4,1,4,0,63,"FIC",1909,"1880","UA-KRV","central",0.051948051948052,77
"Володимир Винниченко","Малорос-європеєць-1907",0,0,0,1,1,0,19,"FIC",1907,"1880","UA-KRV","central",0,21
"Володимир Винниченко","Момент-1910",0,4,3,0,2,0,16,"FIC",1910,"1880","UA-KRV","central",0.12,25
"Володимир Винниченко","Між двох сил-1918",0,22,13,9,14,9,241,"FIC",1918,"1880","UA-KRV","central",0.0422077922077922,308
"Володимир Винниченко","На лоні природи-1925",0,0,0,0,0,0,6,"FIC",1925,"1880","UA-KRV","central",0,6
"Володимир Винниченко","На пристані-1906",0,2,2,3,2,0,22,"FIC",1906,"1880","UA-KRV","central",0.0645161290322581,31
"Володимир Винниченко","Олаф Стефензон-1913",0,5,9,1,8,2,61,"FIC",1913,"1880","UA-KRV","central",0.104651162790698,86
"Володимир Винниченко","Пригвождені-1916",1,44,20,18,8,8,365,"DRA",1916,"1880","UA-KRV","central",0.0431965442764579,464
"Володимир Винниченко","Промінь сонця-1913",0,0,0,0,1,0,1,"FIC",1913,"1880","UA-KRV","central",0,2
"Володимир Винниченко","Раб краси-1906",0,3,3,4,0,0,27,"FIC",1906,"1880","UA-KRV","central",0.0810810810810811,37
"Володимир Винниченко","Рабині справжнього-1910",1,1,9,5,5,0,15,"FIC",1910,"1880","UA-KRV","central",0.257142857142857,36
"Володимир Винниченко","Роботи!-1903",0,8,1,8,1,1,57,"FIC",1903,"1880","UA-KRV","central",0.0131578947368421,76
"Володимир Винниченко","Салдатики-1903",0,2,1,3,0,1,15,"FIC",1903,"1880","UA-KRV","central",0.0454545454545455,22
"Володимир Винниченко","Сонячна машина-1924",2,81,132,54,90,54,897,"FIC",1924,"1880","UA-KRV","central",0.100917431192661,1310
"Володимир Винниченко","Студент-1907",0,0,1,0,0,0,25,"FIC",1907,"1880","UA-KRV","central",0.0384615384615385,26
"Володимир Винниченко","Суд-1903",0,3,1,1,0,0,29,"FIC",1903,"1880","UA-KRV","central",0.0294117647058824,34
"Володимир Винниченко","Талісман-1913",0,6,2,1,0,0,25,"FIC",1913,"1880","UA-KRV","central",0.0588235294117647,34
"Володимир Винниченко","Таємна пригода-1910",0,2,3,0,1,0,30,"FIC",1910,"1880","UA-KRV","central",0.0833333333333333,36
"Володимир Винниченко","Таємність-1912",0,2,4,0,1,1,24,"FIC",1912,"1880","UA-KRV","central",0.125,32
"Володимир Винниченко","Темна сила-1906",0,2,0,3,1,1,21,"FIC",1906,"1880","UA-KRV","central",0,28
"Володимир Винниченко","Терень-1913",0,3,3,1,4,0,34,"FIC",1913,"1880","UA-KRV","central",0.0666666666666667,45
"Володимир Винниченко","Федько Халамидник-1913",0,3,1,0,2,1,22,"FIC",1913,"1880","UA-KRV","central",0.0344827586206897,29
"Володимир Винниченко","Хома Прядка-1916",0,0,2,2,0,0,13,"FIC",1916,"1880","UA-KRV","central",0.117647058823529,17
"Володимир Винниченко","Хто ворог??-1906",0,9,5,2,1,1,26,"FIC",1906,"1880","UA-KRV","central",0.113636363636364,44
"Володимир Винниченко","Чекання-1912",0,2,1,1,0,1,15,"FIC",1912,"1880","UA-KRV","central",0.05,20
"Володимир Винниченко","Чесність з собою-1911",2,20,35,27,14,2,306,"FIC",1911,"1880","UA-KRV","central",0.0866336633663366,406
